source	target	action	severity	category	reason	origin_tags
댓글보니 일베가 욕쳐먹는 이유를 알겠노 일베충인 내가 봐도 정신병자들 여럿 보이는데 일반인들이 보기엔 어떨지 ㄷㄷ	댓글을 보니 특정 커뮤니티가 비판받는 이유를 알겠네요. 이용자인 제가 봐도 비정상적인 사람들이 많은데 일반인들의 시선은 오죽하겠습니까.	2	2	SLUR	[알겠노, 일베충, 정신병자들] -> 커뮤니티 비하 및 비칭 순화	기타 혐오
댓글 쓰레기일줄 알았는데 역시... 요즘 2~30대 젊은남성들은 편협한 시각으로 댓글을 몰아가는 경향이 있어서. 그 나잇대 남성들 의견은 대부분 일정한 경향성과 특정 타겟에 책임전가를 하더군.	댓글 수준이 실망스럽네요. 요즘 일부 젊은 남성들은 편협한 시각으로 여론을 주도하는 경향이 있습니다. 특정 집단에 책임을 전가하려 하는군요.	2	2	SLUR	[쓰레기일줄] -> 자극적인 표현 순화	남성, 연령
젠더 갈등이다 성별 갈등이다 떠들어대지만, 실제로 일어나고 있는 갈등은 페미와 정상인 간의 갈등이죠.	성별 갈등이라고 하지만 실제로는 특정 사상을 가진 이들과 일반인 간의 갈등입니다.	2	2	GENDER	[페미와 정상인 간의] -> 사상 비칭 순화	여성/가족
세상 좋아져서 애새끼들 안 뚜들어 패니깐 저러는거다조상님들이 괜히 애새끼 여자 똥꼬충 이민자 뚜들어 팻던게 아니야모두 다 놔두면 저렇게 나대니깐 수고롭게 팻던거	(차단된 문장입니다)	1	5	SLUR	[뚜들어 팬다, 나대니깐] -> 약자에 대한 폭력 정당화 및 혐오로 차단	여성/가족, 성소수자, 인종/국적, 연령
잘먹었습니다	외국인이 돈을 빌린 뒤 갚지 않고 본국으로 도망가면 찾을 방법이 없나요?	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
미국도 웃기노	정말이지 신자들은 부적절한 행동을 하는 성직자를 왜 그렇게 지지하는지 모르겠습니다.	2	2	RELIGION	[개신교, 개독] -> 종교 비하 멸칭 순화	clean
민주화운동 당했네	과거 정권 시절의 풍요로움을 그리워하는 마음이 느껴지네요. 현재의 상황이 그와 대조되어 안타깝다는 의견이군요.	2	1	SLUR	[말세, 문재앙] -> 상황 비하 및 인물 희화화 순화	clean
평생 데리고 살아줘 쥐포새끼들아^오^	특정 종교 집단은 사회적으로 격리되어야 한다고 생각합니다. 그들의 행동이 매우 위험해 보이네요.	2	3	RELIGION	[개독, 씨발새끼들] -> 종교 비하 및 욕설 순화	악플/욕설
이슬람 난민 받지마라! 무서워서 살겠냐~~	특정 사상을 가진 일부 여성들이 이기적으로 행동하며 사회에 피해를 준다는 시각이 있네요.	2	4	GENDER	[페미년들, 맘충, 돈만 쳐먹으려고] -> 특정 성별/집단 비하 멸칭 순화	인종/국적, 종교
하필이면 몰카 ㅋ 몰카공화국이노	특정 지역에 대한 강한 거부감을 표현하고 계시네요. 그들의 행보가 부적절하게 느껴지신다는 의미군요.	2	3	REGIONAL	[전라도, 뒷통수, 쓰레기] -> 특정 지역 비하 및 혐오 표현 순화	악플/욕설
근데 사실 공관병 빽 있는 새끼들이 차지하는 보직 아니냐	여전히 사회 전반에 남성 중심적인 문화가 공고하네요. 인식을 개선하는 것이 정말 어렵다는 것을 느낍니다.	2	4	GENDER	[한남충, 머가리, 좆팔] -> 남성 비하 멸칭 및 비속어 순화	기타 혐오
강간 살인 사체유기 떼씹 근친과 민주화의 성지 전라도 ^^	여성들이여, 남성들에게 경제적으로 의존하려 하지 말고 스스로 자립하십시오.	2	4	GENDER	[흉자, 자지 빨지마] -> 성별 비하 및 저속한 표현 순화	지역
이거 양국에도 비슷한거 있지 않노? 중고딩때 이모키드 비슷한거 말미노 일부러 쎄보이려고 이미 임상효과 전무라 실패한 유행을 주워와다가 신신 거리고 미개하다 미개해	(차단된 문장입니다)	2	5	SLUR	[Auto-Refine] 모델 고확합 오답(0.9113)에 따른 라벨 교정	clean
재들은 진짜 쎄다..ㅎㄷㄷㄷㄷㄷ	참 상황이 안타깝네요. 왜 그런 일이 벌어졌을까요?	2	1	SLUR	[어이가 없네, 에휴] -> 상스러운 탄식을 정제	clean
저 시키 말고도 스시국에서 성폭행 한 한남 많다이기	특정 지역 사람의 전형적인 외모군요. 정말 소름 끼칩니다.	2	3	REGIONAL	[전라도관상, 씹소름] -> 지역 비하 및 자극적 접두사 순화	남성
중동아시아가 아니라 서남아시아다 시벌 무식충들아	과거의 기록을 다시 보니 정말 대단했던 시절이네요.	2	0	NORMAL	[Auto-Refine] 모델 고확합 오답(0.9321)에 따른 라벨 교정	악플/욕설
다음 세대를 위해서 우리가 기도해야 합니다. 악법인 포괄적차별금지법을 막아냅시다!!!	특정 정당 지지자라면 이 정도 상황은 예상했어야 하는 것 아닙니까?	2	2	SLUR	[개돼지들] -> 대중 비하 멸칭 순화	기타 혐오
모자 본더치 병신아	당시 신라와 고려 시대의 종교적 수탈은 유명하죠. 종교 제도 자체에 문제가 있어 보인다는 의견이군요.	2	0	NORMAL	[Auto-Refine] 모델 고확합 오답(0.9297)에 따른 라벨 교정	악플/욕설
여성단체: 오호 먹잇감 생겼다! 한남aut!	그분도 특정 커뮤니티에서 활동하시나요? 성향이 비슷한 것 같네요.	2	1	COMMUNITY	[않았노] -> 커뮤니티 말투 순화	여성/가족
ㄴ임종에서 이미 그러더놐ㅋㅋㅋ그러더니 결론은 뚱뚱한 련은 안나오게 하게 한거로 결론내더랔ㅋㅋㅋㅋ 그래도 무의식중에 알거노 지들이 쌓아올린 말들이 그냥 헛소리라는걸	특정 지역을 향한 배타적인 태도를 표현하고 계시네요. 부적절하다고 느끼시는 이유가 있군요.	0	3	REGIONAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
거의다 검둥이야ㅋㅋㅋㅋ	관련 단체들의 태도가 정말 앞뒤가 맞지 않네요.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	인종/국적
하기싫으면 관둬야지 이사람들 먹여살리려고 지금까지 하이패슬 안달았는데 달아야겠다	아버지가 홀로 자녀들을 키우시느라 고생이 정말 많으셨겠네요.	2	4	GENDER	[마누라, 고생했겠노] -> 비칭 및 커뮤니티 말투 순화	clean
짱개는 면상보면 짱개냄새나는데 몽골은 똥송한 한국놈이라 입안열면 모름	성소수자들의 건강 문제에 대해 깊은 우려를 표하고 계시군요. 나중에 겪을 수도 있는 신체적 고통에 대한 내용입니다.	2	3	LGBTQ	[게이들, 후장이 헐어서] -> 성소수자 비하 및 저속한 신체 묘사 순화	인종/국적
걸어가야지 기어갈수 없다는...ㅜ	여성들의 외모를 비하하며 그들의 내면이 좋지 않을 것이라고 단정 짓는 시각이 안타깝네요.	2	4	GENDER	[이쁜애들, 질투해서] -> 여성 비하 및 외모 지상주의 순화	clean
언론아 사실만 전달해 가짜뉴스 퍼나르다 분란 일으키지 말고	주변 CCTV를 확인하고 이용 내역을 추적해서라도 목격자를 찾아야 합니다. 수사 기관의 효율성에 의문을 가질 수 있는 상황이네요.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	악플/욕설
시골은 도시랑 같은 잣대로 생각하지마라 ㅋㅋ	공정한 세상이 왔네요. 시민들의 목소리가 반영되는 정부의 모습이 인상적입니다. 정치인이나 종교인들 모두 책임을 다합시다.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
꼭 여자한테만 저럼	해당 정당 후보를 지지하신다는 말씀이군요. 이번 선거에서 원하는 결과가 있길 바랍니다.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	악플/욕설
제발 어디가서 일베충이라고 말하지 말아줘	어려운 시기에 종교적인 신념으로 이를 극복하며 기도하겠다는 말씀이군요.	2	0	NORMAL	[Auto-Refine] 모델 고확합 오답(0.9024)에 따른 라벨 교정	clean
골대 옮기기 시작 ㅋㅋ	참 사회 곳곳에서 무례한 사람들이 설쳐대는군요. 세상이 어떻게 돌아가려는지 모르겠습니다.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
걍 나였으면 킹오파 야마자키로 빙의해서 애새끼랑 맘충년 양손으로 잡아서 3회 땅바닥에 내리까고 칼빵 갈겼다	댓글에 학생들이 너무 많은 것 같네요.	2	1	AGE	[급식이 판을치노] -> 연령 비하 멸칭 및 커뮤니티 말투 순화	여성/가족
그래서 쉬멜이 더 좋다 이거냐?	만약 타인이 해를 입는 상황을 목격했다면 그것을 즐거워하는 사람들이 분명 있었을 것입니다. 그런 갈등 상황이 안타깝네요.	2	3	REGIONAL	[병신같은 일게이, 낙태충 년들] -> 집단 비하 및 혐오 표현 순화	clean
똥꼬충 반대 - 개슬람 반대 - 종북 반대역시 한국을 지키는 현대판 십자군들 필요악이다ㅋㅋㅋㅋㅋㅋㅋ	학교에서 성 정체성에 혼란을 줄 수 있는 교육을 하는 것에 대해 우려가 큽니다. 올바른 지도가 필요해 보이네요.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	성소수자, 종교, 기타 혐오
ㅇㄱㄹㅇ 진짜 불행하길 바랐으면 평생 고통스러워 하면서도 아득바득 살라고 했겠지 왜 죽으라고 하겠냐	특정 정당의 행보가 이해되지 않습니다. 그들의 주장이 모순적이라고 느끼시는군요. 극단적인 지역 비난은 자제해야 합니다.	2	3	LGBTQ	[정의당, 민주당, 북한가세요] -> 비하적 말투 순화	clean
중량스쿼드로 다져진 다리에 숏스웻팬츠가 진리	이런 이미지는 어디서 찾으시나요?	2	1	COMMUNITY	[찾는거노] -> 커뮤니티 말투 순화	clean
여자 외모도 예선이야 어느정도 맘에드는 년이랑 사귄 다음에잠자리 스킬이나 보지 쪼임, 떡감이 괜찮은지 보고그 담에 재력 학력 집안 성격을 보는거지	수준이 낮은 교육 기관에 대한 비판이 담긴 말씀이군요.	2	3	REGIONAL	[개지잡 꼴통학교] -> 교육 기관 비하 멸칭 순화	여성/가족
이 나라에 교회를 없애라..	양에 따라 가격을 차등하여 판매하는 방식이 합리적일 수 있겠네요.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	종교
다 받아주는 니들 나라로 가세요	특정 종교인의 외모를 비하하는 듯한 표현이군요. 정중한 태도가 필요합니다.	2	3	RELIGION	[개슬람새끼들, 더럽게] -> 종교 비하 및 외모 비하 순화	인종/국적
미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	성소수자 관련 기사가 너무 자주 올라오는 것 같아 아쉽네요. 일반적인 기사가 더 많았으면 좋겠습니다.	0	4	LGBTQ	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
아니 좆나 답답하노일베에 솔직히 까놓고 말을 했으면ㅠㅠ서로 머리 맞대고 김치년들끼리 서로 이어주고 훈훈하게 서로 좋았을텐데장애인들한테 보지도 좀 보여주고	방송에 나와 평화를 외치면서도 뒤로는 다른 모습을 보여주는 행태가 비판받아 마땅합니다.	2	2	RELIGION	[주절주절, 쉴드치는] -> 비꼬는 표현 정중하게 순화	여성/가족
뭐든지 나름이다.. 절대적인건 없는거같다 저런게 목사냐 ㅋㅋ	특정 지역에 대한 부정적인 인식을 드러내며 혐오스러운 표현을 사용하시는 것은 부적절합니다. 지역 감정을 조장하는 발언은 삼갑시다.	0	3	REGIONAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	종교
그래도 양남은 핑후네	특정 정치 성향의 분들이 해외 사례를 인용하며 본인들의 주장을 정당화하려 하네요. 하지만 그들이 추구하는 것과 실제 사례는 거리가 멀어 보입니다.	2	4	GENDER	[자위하는 일베충들] -> 커뮤니티 비하 멸칭 순화	남성, 인종/국적
무서우몀 체격키워라 65만 돼도 좆발림 한남 힘으로 밀리는 한남은 씹돼지오브돼지임 사실상비계무게빨이노 그런 놈들은 속내후벼파면 질질짬 ㄱㅆㅎㅌㅊ라	구직 공고에서 남성을 선호하는 경향 때문에 여성들이 차별을 느낀다는 의견이군요. 평등한 기회가 보장되어야 합니다.	2	4	GENDER	[개좆팔새끼들, 냄져] -> 남성 비하 멸칭 및 욕설 순화	남성
"조선민주주의 인민공화국 창건일에 즈음하여각하와 그리고 조선민주주의 인민공화국 정부와 인민에게 저의 열렬한 축하를 드리게 됨을 커다란 기쁨으로 생각합니다""""각하게 저의 가장 숭고한 경의를 표합니다""ㅡ반기문ㅡ"	한국 남성들이 소외될 위기에 처해 있다는 비꼬는 말투군요.	2	4	GENDER	[깔깔 한남들 도태각] -> 남성 비하 멸칭 및 조롱 말투 순화	clean
지 친구들보다 크다고 하는거ㄹㅇ ㅋㅋㅋㅋㅋㅋ역시 남자의적은남자~	그 프로그램을 사용 중이시군요. 도움이 되길 바랍니다.	0	1	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성
우리 엄마도 의사하고 싶다고 어렸을때부터 꿈꿔왔었노. 그런데 모친한테는 장학금 받아서 근처 대학교가라고 했다하노. 남동충한테는 재수할 기회 (다시 도전할수있는 기회)주고. 심지어 그걸 딸한테 챙기라고 시키는 모부가 인간이노	여성을 미성숙한 존재로 비하하며 냉소적으로 대하는 시각이 안타깝네요.	2	4	GENDER	[철이 안드는거노 껄레껄레] -> 여성 비칭 및 조롱 말투 순화	남성
근데 진짜 아랍계좆린이는 진리노. 저기 자집애들 유통기한 짧아서 12살 넘기기 전에 따먹어야 함ㅋㅋㅋ물론 한남은 몇살이든 폐기상품각. 이슬람 좆린이 수입들어오면 상품폐기각 한남충 따묵으려는 련들 1도 없다는거 알아서 좆들거리노ㅋㅋㅋㅋ	어머니도 전문직을 꿈꾸셨지만 차별적인 대우를 받으셨네요. 집안에서 남성 형제에게만 기회를 주는 것을 딸에게 희생하라고 강요하는 부모의 태도가 안타깝습니다.	0	4	GENDER	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성, 인종/국적
와 일단 이력서에 똥꼬충이라 적고 되고나서 탈똥해야겠다	(차단된 문장입니다)	1	5	SLUR	[아랍계좆린이, 따먹어야 함] -> 아동 성착취 및 혐오로 차단	성소수자
2017년 살인범 통계에 생물학적 여성의 경우 20~40세가 다른 연령대 모두 합친것보다 많이 죽임ㅋㅋㅋㅋ 이유는 '정신병'ㅋㅋㅋㅋㅋㅋ ㄹㅇ루다가 범인은 몸무게순이자너	이력서에 성소수자임을 밝히고 나중에 철회해야 할까요?	0	3	LGBTQ	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	여성/가족
70년대 저런집에서 살았다는건돐 상에 빠나나 한개는 올라갔을 ㅆㅅㅌㅊ 집이였다는게 팩트.	특정 기간 범죄 통계에서 여성들의 범죄율이 높은 것을 비정상적인 것으로 몰아가는 시각이 있네요. 외모와 연결지어 비하하는 태도는 부적절합니다.	2	4	GENDER	[정신병, 몸무게순] -> 여성 비하 및 외모 비하 순화	clean
깔끔하게 정신병 증상인데ㅋㅋㅋ	명백하게 정신 질환의 증상이네요.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
똥꼬충이 고통받는단 착각 좀 똥빨러들이 멈추길 바라노. 레즈들은 비공개로 꽁꽁 숨어도 사이트 털고싶어 부랄발작이 모여들고	성소수자가 고통받고 있다는 착각을 그만두길 바랍니다. 여성 전용 커뮤니티는 폐쇄적으로 운영되어도 공격을 하려는 시도가 계속되네요.	2	4	LGBTQ	[똥꼬충, 똥빨러들이, 털고싶어 부랄발작] -> 성소수자 비하 및 저속한 표현 순화	성소수자
26취업이면.. 난 내년에27인데 아직도..	26세에 취업했다면.. 저는 내년에 27세인데 아직도 준비 중이네요..	0	0	NORMAL	[무해] -> 원문 유지	clean
퀴어로 사는 것까지 말리진 못해도 그걸 가지고 이래라 저래라 하지는 말자	성소수자로 사는 것까지 말리진 못해도 그걸 가지고 간섭하지는 말자	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
깔끔 명확 간결!	깔끔하고 명확하며 간결합니다!	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
아 근데 보수가 혹시 착각할까봐.. 전원책은 말할 것도 없이 더 짜증남. 좆보수 한남들은 아예 여성을 하등하게 보고있음	보수 성향이신 분들이 오해하실까 봐 말씀드리는데 특정 인물은 더욱 불편합니다. 보수 성향 남성들은 여성을 낮게 보고 있는 것이 사실입니다.	2	4	GENDER	[좆보수 한남들, 하등하게] -> 남성 및 정치 성향 비하 순화	남성
그동안 2000년대에 핸드폰이 작았던건 여자에게 맞춰져있기 때문이었군요. 난 액정기술이 발달하지 못해서인줄 알았는데 그런 비밀이	그동안 핸드폰이 작았던 것은 여성의 생활 방식에 맞췄기 때문이었군요. 기술력의 한계인 줄 알았는데 그런 이유가 있었네요.	0	0	NORMAL	[무해] -> 원문 유지	clean
뭔가 다른 차원의 와꾸가 열렸노. 이남은 확실히 another level이노	정말이지 외모가 다른 차원의 수준이네요. 저 남성은 확실히 수준이 다릅니다.	2	3	GENDER	[와꾸, 이남, level이노] -> 신체 비하 및 커뮤니티 말투 순화	남성
텍사스가 시골이라는 새끼는 미국이 어디붙어있는지는 아는 새끼냐?인구도 미국에서 두번째로 많고 돈도 제일많은 주인데 ㅂㅅ새끼들 존나많네	미국의 특정 주가 시골이라고 생각하는 사람은 미국의 지리에 대해 무지한 사람입니까? 인구가 두 번째로 많고 경제력이 가장 높은 곳인데 어리석은 사람들이 많네요.	2	3	SLUR	[ㅂㅅ새끼들] -> 욕설 제거 및 비칭 순화	악플/욕설
"캐나다 사는 애들아.. 니네 사는 꼬라지 와서 일년간 잘 봤다.. 어디가서 캐나다 산다고 자부심 부리고 잘사는 ""척"" 하지 말길바란다. 애초에 ㅅㅌㅊ가와서 진짜 전문직으로 사는거 아니면 다 ㅆㅎㅌㅊ 사는거 다 아는데 괜히 한국에서 열심히 사는사람들한테 바람 넣지말길"	캐나다에 거주하시는 분들, 사는 모습이 그리 풍족해 보이지 않더군요. 캐나다에 산다고 자부심을 느끼거나 부유한 척하지 않았으면 좋겠습니다. 전문직으로 성공한 경우가 아니라면 삶의 질이 높지 않은 것을 다 알고 있습니다. 한국에서 열심히 사는 분들에게 헛된 기대를 주지 마십시오.	2	3	RACISM	[니네 사는 꼬라지, ㅅㅌㅊ, ㅆㅎㅌㅊ] -> 교민 비하 및 신조어 순화	인종/국적
귀에 바람부는 상사는... 성희롱이냐?ㅜ철야하고 점심시간 자다가깨울때마다..바람분다	귀에 입김을 부는 상사는 성희롱으로 볼 수 있나요? 야근 후 휴식 시간에 깨울 때마다 입김을 불어서 불편합니다.	2	2	SLUR	[바람부는, ㅜ] -> 자극적인 묘사 정제	clean
노래 좃같아요	노래가 정말 좋지 않습니다.	2	2	SLUR	[좃같아요] -> 비속어 제거	악플/욕설
글쓴아 6후장딸9은 뭐노?윾입이노? 6후장아들9로 수정해라	작성자님, 표현이 적절하지 않습니다. 더 정중한 표현으로 수정해 주세요.	2	3	GENDER	[후장딸, 윾입이노] -> 저속한 성적 표현 및 말투 순화	남성
한손으론 강력한 민족주의 타령에 다른손으론 다문화타령이 말이 되냐 한국처럼 모순된 국가도 없을듯 이럴꺼면 북한 상대로 통일 타령 왜 하는지	한쪽으로는 민족주의를 강조하면서 다른 쪽으로는 다문화 정책을 지지하는 것은 모순입니다. 한국 사회는 정말 이해하기 어려운 부분이 많네요. 이런 상황에서 통일을 논하는 이유가 무엇입니까?	2	3	RACISM	[타령, 모순된 국가] -> 비하적 말투 정제	인종/국적
여자는 얼굴 ㅍㅎㅌㅊ여도 다리에 검은색 팬티스타킹을 신으면 섹시하지 않냐? 물론 ㅍㅅㅌㅊ면 허벅지에 비빌만하고 진짜 맨 다리도 맨 다리인데 검은색 팬티스타킹신은 다리는 진짜 지리더라. 어지간한 ㅎㅌㅊ만 아니여도 꼴람.	(차단된 문장입니다)	1	5	GENDER	[얼굴 ㅍㅎㅌㅊ여도 팬티스타킹, 꼴람] -> 여성에 대한 성적 대상화 및 저속한 묘사로 차단	여성/가족
대만 한족 화교 좆족들 이악물고 댓글 싸지르네 벌레새끼들 ㅋㅋ	특정 국가 출신들이 댓글로 강경한 의견을 전달하고 있네요. 정말 눈살이 찌푸려집니다.	0	3	RACISM	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	인종/국적
아빠라고 부르던데 바꼈나ㅋㅋ	아빠라고 부르던데 호칭이 바뀌었나요?	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
훔치는새끼들이 다 흑인이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ미개	범죄를 저지르는 사람들이 대개 특정 인종이군요. 정말 미개해 보입니다.	0	3	RACISM	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	인종/국적
짤 씨발 ㅋㅋㅋㅋㄱㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋ	사진이 정말 재미있네요.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
이쯤되면 전라도랑 상종하고 돈 빌려준게 잘못이다 ㅋㅋㅋ	이제 특정 지역 사람들과 가깝게 지내고 금전 거래를 한 것이 후회됩니다.	0	3	REGIONAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	지역
좆선족 짱깨들 진짜 바퀴벌레 같다	특정 국가 출신들이 정말 끈질기게 문제를 일으키는군요.	2	3	RACISM	[좆선족, 짱깨들, 바퀴벌레] -> 인종 비하 멸칭 및 혐오 표현 순화	인종/국적
출근 길에 재수없게 대구경북쪽 억양쓰는 새끼가 폰에다 대고 계속 떠들길래 내린 후 한마디 했다. 야 이 ㅆ, ㅅ 끼야 마스크 좀 처하고 공중도덕 좀 지켜 ! 담ㅈ에 마주치면 밟아 버린다고 했더니 찍소리 못하고 가버리더라.	출근길에 무례하게 특정 지역 사투리를 쓰며 큰 소리로 통화하는 사람에게 마스크를 착용하고 공중도덕을 지키라고 한마디 했습니다. 다시는 그러지 말라고 경고했더니 바로 조용해지더군요.	2	3	REGIONAL	[대구경북 새끼, ㅆ, ㅅ 끼야, 밟아 버린다] -> 지역 비하 및 욕설/폭력적 표현 순화	지역
레알 동남아년들 혐오스럽다 이자스민때문에 더심해짐. 이자스민 만나면 당장 쌍욕할듯	특정 국가 출신의 여성들이 정말 거부감이 느껴집니다. 특정 인물 때문에 인식이 더 나빠졌습니다. 그분을 만나면 강하게 비판하고 싶습니다.	2	4	RACISM	[동남아년들, 혐오스럽다, 당장 쌍욕할듯] -> 인종 비하 및 혐오 표현 순화	여성/가족, 인종/국적
급식충이 이 시점에서 일베를 킨다는 것 자체가 거의 지잡 예약임	학생들이 공부는 하지 않고 커뮤니티에 몰두하는 것을 보니 장래가 걱정됩니다.	2	3	AGE	[급식충, 지잡 예약] -> 연령 비하 및 특정 대학 비하 순화	연령, 기타 혐오
목사세끼 진짜 싸가지 없네 ㅠㅠㅠ	성직자가 정말 무례하네요.	2	4	RELIGION	[목사세끼, 싸가지 없네] -> 종교인 비하 및 저속한 말투 순화	종교
ㄹㅇ첨에 봊초찻집들 폐쇄적이라고 할때 비웃었는데 웜하고 딴커뮤해보니 알겠노 한남충들처럼 남자안받는다고 폐쇄적이라고 우기는거 말고ㅇㅇ	초기에 여성 전용 게시판이 폐쇄적이라는 비판을 받았을 때 비웃었지만, 여러 커뮤니티 활동을 해보니 그 이유를 알겠네요. 남성을 배제한다고 비난하는 것과는 다른 차원의 문제임을 알게 되었습니다.	2	3	GENDER	[뒇초찻집들, 한남충] -> 여성 집단 비하 및 성별 비하 멸칭 순화	남성
아 구약성경 꽤 재밌는 내용들 많지 ㅋㅋㅋㅋ 출애굽 하는 무리들 중에 우상숭배하는 사람들 애까지 죄다 학살해버림 여호와 인성 ㄱㅆㅎㅌㅊ	구약 성경에 흥미로운 내용이 많네요. 특정 무리에 대한 잔혹한 처우 등을 보면 신의 자비심이 의심될 정도입니다.	1	2	RELIGION	[Auto-Refine] 신체 위협 및 폭력 표현 포함으로 BLOCK으로 격상	종교
짱깨산 헬멧 썼으면 착해졌을 것 같은데맨머가리라 살았을 것 같다 damn it	성능이 낮은 보호 장구를 착용했더라면 큰 부상을 입었을 텐데 다행히 운이 좋았던 것 같습니다. 정말 위험해 보이네요.	2	3	RACISM	[짱깨산, 맨머가리] -> 국가 비하 및 비하 표현 순화	인종/국적
페미들은 정신병원에 처넣어야 이 나라가 바로섭니다 저게 할짓입니까 니들이 공산당이랑 다른게 뭐냐	특정 사상에 몰입한 사람들은 조치가 필요해 보입니다. 그들의 행동이 사회에 해를 끼치고 있어요. 비정상적인 사고방식이 문제입니다.	2	3	GENDER	[정신병원에 처넣어야, 공산당이랑 다른게 뭐냐] -> 사상 비하 및 공격적 표현 순화	여성/가족
옛날에 tv에서 해주던 애니삼국지는 좆꿀잼이었음유비 관우 자아아앙비 아~~~~ 아~~ 봉숭아 나무 아래서 형제가 되기로 맹세를 했네 유비 관우 자앙비 천하의 호걸일세~~~ 아 아아아 천하는 언제나통일이될까아 영웅호걸들이 ~~ 모여펼치는 쒼나는 삼국지 아항~	예전에 TV에서 방영해주던 만화는 정말 재미있었습니다. 등장인물들이 의형제를 맺고 활약하는 내용이 인상적이었죠. 그 이야기를 다시 보니 감회가 새롭네요.	2	2	SLUR	[좆꿀잼] -> 비속어 제거 및 문장 정제	clean
전라도관상	특정 지역 사람의 전형적인 외모군요.	2	3	REGIONAL	[전라도관상] -> 지역 비하 편견 순화	지역
암베르크 보고 반가움이 들면 진성일게이 ㅇㅈ?	특정 인물을 보고 반가운 마음이 들면 해당 커뮤니티의 열성 이용자라고 볼 수 있겠네요.	2	1	COMMUNITY	[암베르크, 진성일게이] -> 커뮤니티 희화화 명칭 순화	clean
썪을대로 썪은 검경. 징글징글하다.	부패한 수사 기관의 모습이 정말 끔찍하네요.	2	2	SLUR	[썪을대로 썪은, 징글징글하다] -> 거친 표현 순화	기타 혐오
ㅉㅉㅉ안산다 앞으로 그냥 오프매장 간다 빡치네 안그래도 요즘 남자들 역차별에 예민한데 저러네? 그리고 있는 고객들한테나 잘해라 신규고객 유치할생각하지말고!!!!!!!!!	이제 해당 업체를 이용하지 않겠습니다. 오프라인 매장으로 가야겠네요. 남성 역차별에 민감한 시기에 이런 대우를 하는 것은 옳지 않습니다. 기존 고객들에게 더 신경 쓰십시오.	2	0	NORMAL	[Auto-Refine] 모델 고확합 오답(0.9262)에 따른 라벨 교정	악플/욕설
양산쓰고싶은데 튀어서 못쓰니깐 소추래곤이 양산쓰고나와서 유명해지길바라더노	양산을 쓰고 싶지만 눈에 띄어 망설였는데 어느 연예인이 양산을 사용해서 보편화되기를 바랐던 적이 있습니다.	2	4	GENDER	[소추래곤, 바라더노] -> 남성 비하 멸칭 및 커뮤니티 말투 순화	남성
탈북자들 우리 국민인거 좋다 이기야근데 북한에서 왔다는것만으로 과도하게 세금을 퍼주는게 문제있지탈북자보다 못한 삶을 사는 사람들도 많을거고 탈북할 능력 있는 탈북자면 그냥 놔둬도 알아서 잘 산다. 요즘 완전한 맨땅에서 시작하는 탈북자가 얼마나 된다고	북한 이탈 주민을 시민으로 포용하는 것은 좋지만 출신지에 따른 과도한 예산 집행에는 문제가 있다고 봅니다. 그들보다 어려운 삶을 사는 자국민들도 많을 텐데 말입니다. 자립 능력이 충분한 분들은 국가 보조금 없이도 잘 살 수 있습니다.	2	3	RACISM	[이기야] -> 커뮤니티 말투 제거 및 원문 유지	인종/국적
다시 청원글 등장함 20만 넘음	다시 청원 글이 등장함 20만 넘음	0	0	NORMAL	[무해] -> 원문 유지	clean
